av_depth,max_depth,min_depth,num_acl,num_rel_cl,num_advcl,num_sent,num_tok,av_tok_before_root,av_len_sent,num_cl,num_tu,num_compl_tu,num_coord,num_poss,num_prep,num_adj_noun,num_part_noun,num_noun_inf,pos_sim_nei,pos_sim_all,lemma_sim_all,lemma_sim_nei,density,ls,vs,corrected_vs,squared_vs,lfp_1000,lfp_2000,lfp_uwl,lfp_rest,ndw,ttr,corrected_ttr,root_ttr,log_ttr,uber_ttr,d,lv,vvi,squared_vv,corrected_vv,vvii,nv,adjv,advv,modv,der_level3,der_level4,der_level5,der_level6,mci,freq_finite_forms,freq_aux,num_inf,num_gerunds,num_pres_sing,num_pres_plur,num_past_part,num_past_simple,num_linkings,num_4grams,num_func_ngrams,num_shell_noun,num_misspelled_tokens,punct_mistakes_pp,punct_mistakes_because,punct_mistakes_but,punct_mistakes_compare,million_mistake,class,sum_punct
6.2,10,3,5,4,5,10,268,4.8,26.8,31,21,10,6,17,5,18,2,4,22.56,22.26,29.75,30.0,0.49,0.08,0.06,0.25,0.12,0.75,0.11,0.03,0.1,137,0.51,5.92,8.37,0.88,313.42,0.82,0.51,0.84,22.78,3.38,0.21,0.15,0.15,0.11,0.25,0.07,0.11,0.08,0.12,6.5,0.56,0.5,10,3,14,0,4,5,28,15,4,5,2,0,0,0,0,0,6,0
3.58,7,1,1,3,7,19,306,5.63,16.11,37,24,13,6,12,15,15,0,1,13.67,14.12,18.19,17.67,0.49,0.09,0.07,0.26,0.13,0.68,0.11,0.05,0.15,129,0.42,5.21,7.37,0.85,245.98,0.8,0.42,0.73,16.13,2.84,0.15,0.12,0.13,0.09,0.21,0.09,0.13,0.07,0.04,4.0,0.6,0.63,10,1,13,0,1,2,16,22,4,2,1,0,0,0,0,0,6,0
1.95,9,0,8,0,5,39,280,1.95,7.18,19,15,4,3,13,20,12,7,1,6.71,10.52,11.68,7.58,0.43,0.38,0.09,0.36,0.26,0.54,0.06,0.06,0.35,95,0.34,4.01,5.68,0.81,256.49,0.68,0.34,0.71,16.94,2.91,0.2,0.07,0.08,0.07,0.15,0.08,0.01,0.01,0.07,5.5,0.29,0.32,6,3,6,0,14,8,8,5,1,1,2,1,0,0,0,0,6,1
4.92,10,2,2,4,2,12,245,3.42,20.42,22,16,6,4,20,15,9,1,2,17.0,17.08,20.96,21.09,0.38,0.12,0.18,0.6,0.73,0.67,0.08,0.04,0.21,101,0.41,4.56,6.45,0.84,225.61,0.78,0.41,0.82,14.73,2.71,0.19,0.08,0.09,0.14,0.23,0.03,0.03,0.03,0.03,5.25,0.55,0.5,5,0,8,0,6,9,6,10,4,0,7,0,0,0,0,3,6,0
3.95,6,2,2,2,8,20,390,6.1,19.5,39,28,11,13,12,13,25,1,1,18.32,18.91,23.63,22.79,0.46,0.13,0.17,0.76,1.17,0.73,0.06,0.04,0.17,161,0.41,5.76,8.15,0.85,151.11,0.82,0.41,0.81,27.52,3.71,0.19,0.11,0.12,0.15,0.26,0.03,0.14,0.07,0.04,5.75,0.4,0.57,15,6,11,0,4,6,29,9,3,4,3,0,0,3,0,0,6,3
5.56,11,4,6,0,0,9,198,4.44,22.0,9,9,0,7,18,14,6,4,0,15.38,16.0,22.45,21.5,0.45,0.12,0.17,0.41,0.33,0.67,0.11,0.02,0.21,91,0.46,4.57,6.47,0.85,380.41,0.77,0.46,0.58,4.08,1.43,0.08,0.13,0.09,0.07,0.16,0.03,0.03,0.05,0.0,2.0,0.42,0.33,0,1,5,0,4,4,15,1,0,0,6,0,0,0,0,0,6,0
5.67,11,3,12,6,3,15,352,4.8,23.47,31,22,9,5,30,14,27,10,2,17.29,19.85,26.2,23.21,0.47,0.08,0.09,0.37,0.27,0.81,0.09,0.03,0.07,143,0.41,5.39,7.62,0.85,207.74,0.77,0.41,0.7,16.03,2.83,0.14,0.14,0.16,0.05,0.21,0.06,0.06,0.03,0.05,2.75,0.39,0.61,9,2,10,0,6,4,14,12,3,6,0,0,0,0,0,0,6,0
5.08,7,3,3,2,8,13,286,5.85,22.0,26,15,11,7,14,14,6,1,3,18.5,17.71,23.2,24.33,0.47,0.04,0.03,0.12,0.03,0.74,0.1,0.03,0.13,125,0.44,5.23,7.39,0.85,276.41,0.8,0.44,0.73,19.7,3.14,0.2,0.14,0.07,0.12,0.19,0.08,0.18,0.07,0.05,3.5,0.38,0.35,19,3,9,0,2,1,11,12,5,2,1,1,1,1,0,0,5,3
6.8,9,4,4,2,4,5,180,4.8,36.0,9,6,3,4,10,13,10,4,0,34.0,31.29,38.12,41.25,0.38,0.12,0.12,0.34,0.24,0.59,0.09,0.03,0.28,82,0.46,4.32,6.11,0.85,407.73,0.75,0.46,0.71,8.47,2.06,0.17,0.07,0.13,0.16,0.29,0.05,0.19,0.02,0.05,3.5,0.24,0.41,2,3,1,0,8,4,10,5,1,0,0,1,0,0,0,0,6,1
3.9,9,2,10,0,3,10,173,5.4,17.3,13,10,3,4,14,14,7,8,0,14.22,12.84,16.67,17.78,0.46,0.08,0.0,0.0,0.0,0.69,0.12,0.03,0.17,58,0.34,3.12,4.41,0.79,103.65,0.69,0.34,0.3,2.13,1.03,0.09,0.08,0.05,0.04,0.09,0.06,0.22,0.0,0.12,2.0,0.35,0.22,3,0,0,1,6,8,3,2,1,0,0,0,0,0,0,0,6,0
5.67,11,2,2,1,3,9,199,8.33,22.11,13,10,3,3,24,14,10,2,0,16.88,19.15,24.07,21.88,0.41,0.05,0.0,0.0,0.0,0.7,0.1,0.06,0.14,78,0.39,3.91,5.53,0.82,220.86,0.76,0.39,0.82,7.36,1.92,0.11,0.1,0.12,0.1,0.22,0.12,0.09,0.03,0.09,3.5,0.36,1.09,3,0,3,0,7,8,5,6,0,1,0,1,0,0,0,1,5,1
3.57,7,1,4,2,4,21,284,3.81,13.52,27,22,5,6,17,11,11,1,5,10.05,12.59,16.94,13.7,0.5,0.11,0.08,0.28,0.15,0.69,0.13,0.03,0.14,126,0.44,5.29,7.48,0.86,158.76,0.82,0.44,0.73,13.88,2.63,0.13,0.16,0.09,0.09,0.18,0.07,0.08,0.08,0.06,3.5,0.35,0.77,15,3,8,0,0,3,13,11,2,1,3,0,0,0,0,0,6,0
4.86,8,3,3,0,1,7,185,8.86,26.43,10,10,0,2,15,10,8,2,2,23.0,22.14,27.74,29.83,0.37,0.12,0.18,0.43,0.36,0.66,0.1,0.03,0.21,82,0.44,4.26,6.03,0.84,274.99,0.74,0.44,0.82,7.36,1.92,0.13,0.15,0.1,0.1,0.2,0.06,0.06,0.0,0.03,3.0,0.18,0.73,3,2,4,0,4,5,6,12,3,1,5,1,0,0,0,2,5,1
5.0,10,2,5,2,7,8,220,10.62,27.5,23,14,9,1,10,11,11,4,0,26.71,28.31,34.19,32.14,0.44,0.12,0.07,0.27,0.15,0.68,0.09,0.05,0.18,106,0.48,5.05,7.15,0.86,340.08,0.8,0.48,0.67,12.0,2.45,0.19,0.12,0.1,0.11,0.22,0.05,0.05,0.06,0.03,5.25,0.3,0.63,5,3,8,0,10,4,6,7,1,2,2,0,0,2,0,0,6,2
5.44,8,2,6,2,2,9,151,2.89,16.78,17,12,5,4,4,5,10,3,6,13.75,12.52,17.22,18.0,0.5,0.07,0.05,0.15,0.05,0.74,0.12,0.03,0.11,68,0.45,3.91,5.53,0.84,160.07,0.76,0.45,0.62,8.05,2.01,0.17,0.15,0.08,0.04,0.12,0.03,0.03,0.03,0.08,2.75,0.43,0.38,8,1,2,0,0,3,1,4,0,4,0,0,0,0,0,0,4,0
6.8,10,5,1,0,2,5,160,9.0,32.0,9,7,2,5,19,8,7,1,0,26.0,24.54,33.5,35.25,0.46,0.12,0.14,0.27,0.14,0.68,0.08,0.02,0.21,73,0.46,4.08,5.77,0.85,277.86,0.76,0.46,0.86,5.14,1.6,0.08,0.12,0.12,0.07,0.19,0.0,0.0,0.03,0.03,3.0,0.71,0.57,1,0,5,0,0,0,11,0,0,0,6,0,0,0,0,0,5,0
5.45,8,1,8,3,5,11,245,6.64,22.27,21,11,10,6,19,9,15,7,2,18.6,19.99,26.76,25.3,0.5,0.15,0.16,0.62,0.78,0.71,0.09,0.08,0.13,126,0.51,5.69,8.05,0.88,257.11,0.84,0.51,0.81,21.12,3.25,0.21,0.16,0.14,0.07,0.21,0.03,0.03,0.04,0.03,3.75,0.31,0.41,9,6,5,0,5,4,13,6,1,0,1,0,0,1,0,0,6,1
3.67,6,1,0,0,0,6,122,6.5,20.33,8,8,0,4,10,6,6,0,0,20.0,21.98,25.01,23.2,0.39,0.13,0.0,0.0,0.0,0.66,0.07,0.03,0.24,61,0.5,3.91,5.52,0.86,266.07,0.76,0.5,0.8,3.2,1.26,0.09,0.12,0.11,0.11,0.21,0.0,0.22,0.07,0.0,1.5,0.8,0.8,1,0,3,0,0,4,2,1,0,0,1,0,0,0,0,5,5,0
5.83,9,4,3,2,8,12,281,3.58,23.42,27,19,8,8,18,15,22,0,1,19.82,19.55,26.69,26.45,0.53,0.11,0.11,0.46,0.42,0.72,0.12,0.05,0.11,121,0.43,5.1,7.22,0.85,196.81,0.83,0.43,0.66,16.45,2.87,0.17,0.14,0.1,0.06,0.16,0.01,0.05,0.03,0.0,3.75,0.5,0.24,14,6,4,1,0,6,20,15,4,1,2,0,0,0,0,0,6,0
4.33,7,0,7,2,2,12,264,6.58,22.0,18,15,3,6,21,13,10,7,0,15.73,16.43,21.77,20.91,0.43,0.11,0.0,0.0,0.0,0.67,0.07,0.03,0.23,107,0.41,4.66,6.59,0.84,244.39,0.77,0.41,0.57,7.35,1.92,0.11,0.1,0.1,0.09,0.18,0.0,0.06,0.04,0.0,2.25,0.39,0.39,4,0,2,0,10,8,7,5,1,0,10,0,0,1,0,9,8,1
4.75,7,2,4,2,14,12,303,7.75,25.25,25,9,16,4,12,18,20,1,2,23.73,24.48,30.93,29.0,0.49,0.07,0.03,0.12,0.03,0.75,0.12,0.03,0.11,137,0.45,5.57,7.87,0.86,177.64,0.85,0.45,0.71,17.86,2.99,0.17,0.14,0.12,0.1,0.22,0.05,0.08,0.1,0.04,2.75,0.31,0.43,15,7,9,0,2,6,23,20,4,4,1,1,1,0,0,0,6,2
7.0,13,3,1,5,3,9,277,9.0,30.78,23,13,10,8,16,10,17,0,7,23.62,27.22,36.51,32.0,0.5,0.12,0.13,0.52,0.53,0.74,0.14,0.05,0.06,124,0.45,5.27,7.45,0.86,203.47,0.8,0.45,0.8,19.2,3.1,0.17,0.14,0.1,0.09,0.19,0.08,0.08,0.07,0.07,4.25,0.13,0.77,20,6,10,0,4,0,5,7,1,4,1,0,0,1,0,0,6,1
4.17,8,2,4,3,4,18,334,5.06,18.56,31,23,8,10,17,13,25,2,4,14.53,17.08,22.4,19.82,0.46,0.08,0.09,0.38,0.28,0.69,0.11,0.05,0.15,148,0.44,5.73,8.1,0.86,243.26,0.8,0.44,0.84,22.78,3.38,0.18,0.16,0.14,0.06,0.2,0.07,0.1,0.06,0.04,3.25,0.38,0.62,16,3,9,0,2,6,16,17,2,3,0,0,2,1,0,0,5,3
4.88,7,2,8,8,12,16,389,8.06,24.31,39,14,25,5,17,8,23,4,4,20.4,21.98,28.38,25.87,0.44,0.08,0.09,0.41,0.34,0.75,0.09,0.02,0.15,153,0.39,5.49,7.76,0.84,161.23,0.82,0.39,0.7,23.17,3.4,0.19,0.12,0.13,0.06,0.19,0.01,0.04,0.03,0.03,5.0,0.3,0.57,19,7,19,0,9,4,19,8,3,3,1,1,0,0,1,0,6,2
5.5,8,4,3,0,2,8,198,7.12,24.75,9,8,1,6,14,11,7,2,0,17.0,17.88,23.67,24.0,0.41,0.1,0.08,0.2,0.08,0.56,0.09,0.01,0.34,100,0.51,5.03,7.11,0.87,434.67,0.8,0.51,0.83,8.33,2.04,0.12,0.11,0.12,0.11,0.23,0.0,0.03,0.03,0.0,4.0,0.17,0.58,4,3,7,0,3,0,9,3,1,0,10,0,0,0,0,0,6,0
6.0,8,4,13,1,8,6,196,10.67,32.67,16,7,9,4,6,12,8,11,1,25.8,25.02,32.54,33.4,0.44,0.2,0.13,0.51,0.52,0.6,0.07,0.06,0.27,96,0.49,4.85,6.86,0.86,296.01,0.78,0.49,0.74,17.06,2.92,0.27,0.1,0.08,0.08,0.16,0.08,0.04,0.0,0.06,5.0,0.26,0.26,5,4,6,0,10,6,12,0,0,0,0,1,0,0,0,0,6,1
3.47,12,0,11,1,5,19,296,3.53,15.58,18,13,5,5,11,29,6,8,1,17.56,17.8,20.75,20.5,0.33,0.23,0.16,0.62,0.78,0.55,0.07,0.03,0.34,105,0.35,4.32,6.1,0.82,217.4,0.76,0.35,0.66,13.78,2.62,0.21,0.07,0.04,0.11,0.15,0.0,0.14,0.0,0.0,5.5,0.19,0.5,6,5,3,0,15,9,11,4,1,0,3,1,0,0,0,0,6,1
3.22,6,1,3,6,1,23,327,6.39,14.22,35,27,8,1,14,12,18,3,3,10.59,10.67,14.83,14.36,0.47,0.08,0.06,0.25,0.12,0.71,0.11,0.05,0.13,135,0.41,5.28,7.47,0.85,214.83,0.79,0.41,0.73,17.45,2.95,0.16,0.15,0.11,0.07,0.18,0.03,0.12,0.03,0.17,2.5,0.39,0.85,22,0,5,0,3,0,11,14,2,3,2,0,0,0,1,0,6,1
5.6,9,4,7,0,3,5,174,10.8,34.8,10,7,3,6,13,9,7,6,0,40.0,40.06,47.69,47.5,0.41,0.13,0.05,0.16,0.05,0.64,0.09,0.01,0.27,83,0.48,4.45,6.29,0.86,144.6,0.81,0.48,0.63,7.58,1.95,0.17,0.11,0.1,0.14,0.24,0.03,0.03,0.0,0.03,3.5,0.21,0.37,2,3,3,0,7,2,4,3,1,0,0,0,0,0,1,0,6,1
5.4,8,3,4,3,0,10,239,6.3,23.9,18,15,3,10,15,6,12,2,2,20.78,20.61,25.63,25.89,0.41,0.09,0.06,0.17,0.06,0.67,0.09,0.04,0.2,105,0.44,4.8,6.79,0.85,294.98,0.78,0.44,0.72,9.39,2.17,0.13,0.09,0.1,0.15,0.25,0.02,0.02,0.02,0.02,4.0,0.39,0.61,5,1,4,0,3,8,3,5,0,0,4,0,0,0,0,3,6,0
5.18,9,2,8,4,14,17,383,3.94,22.53,33,15,18,6,13,18,17,2,3,19.06,18.05,23.81,26.12,0.5,0.09,0.04,0.19,0.08,0.7,0.14,0.03,0.13,196,0.51,7.08,10.02,0.89,241.17,0.87,0.51,0.81,34.89,4.18,0.23,0.15,0.11,0.14,0.25,0.02,0.06,0.05,0.05,4.25,0.34,0.3,21,7,7,0,7,9,27,6,2,0,8,2,0,1,0,0,7,3
4.1,6,3,4,2,1,10,210,5.1,21.0,13,10,3,3,21,13,10,5,0,16.11,15.44,20.34,21.44,0.4,0.08,0.08,0.2,0.08,0.66,0.09,0.04,0.21,73,0.35,3.56,5.04,0.8,201.03,0.69,0.35,0.67,5.33,1.63,0.1,0.1,0.07,0.11,0.18,0.08,0.22,0.02,0.1,2.75,0.42,0.75,0,0,1,0,5,11,10,2,0,0,1,0,0,0,0,0,6,0
4.67,9,3,5,5,8,18,391,6.33,21.72,44,32,12,7,14,13,22,3,8,18.71,19.02,24.58,24.0,0.43,0.12,0.08,0.34,0.22,0.75,0.1,0.03,0.12,155,0.4,5.54,7.84,0.84,176.69,0.82,0.4,0.62,15.62,2.8,0.15,0.14,0.13,0.09,0.22,0.03,0.07,0.06,0.03,3.25,0.28,1.02,29,3,13,0,5,16,29,21,6,5,2,0,0,1,0,0,6,1
4.3,7,1,3,2,4,10,183,5.6,18.3,18,12,6,5,13,8,15,0,1,18.56,17.14,21.14,23.0,0.47,0.17,0.0,0.0,0.0,0.69,0.1,0.06,0.15,86,0.47,4.5,6.36,0.86,253.55,0.78,0.47,0.81,10.56,2.3,0.15,0.14,0.14,0.07,0.21,0.0,0.05,0.05,0.0,4.0,0.56,0.62,2,5,9,0,1,4,6,1,0,2,0,1,0,0,0,3,6,1
6.0,11,3,7,4,10,17,397,3.53,23.35,36,23,13,13,27,16,24,0,5,18.69,18.29,25.76,26.12,0.51,0.14,0.12,0.6,0.72,0.72,0.12,0.06,0.1,166,0.42,5.89,8.33,0.85,268.03,0.8,0.42,0.72,25.92,3.6,0.18,0.16,0.08,0.04,0.12,0.05,0.07,0.15,0.05,4.25,0.5,0.22,17,7,13,0,0,1,17,30,4,3,0,0,0,1,0,0,6,1
4.18,7,2,0,0,2,11,265,5.27,24.09,17,14,3,8,17,10,17,0,0,23.2,23.32,28.85,28.4,0.38,0.12,0.0,0.0,0.0,0.49,0.08,0.05,0.38,110,0.42,4.78,6.76,0.84,821.13,0.78,0.42,0.56,5.06,1.59,0.09,0.1,0.17,0.08,0.25,0.04,0.04,0.0,0.02,2.5,0.75,0.31,3,1,9,0,0,0,2,2,0,1,11,0,0,2,0,10,5,2
4.33,6,3,2,0,1,9,217,8.44,24.11,14,13,1,6,23,15,9,2,0,19.0,17.13,21.96,24.25,0.42,0.05,0.08,0.2,0.08,0.66,0.08,0.04,0.23,74,0.34,3.55,5.02,0.8,237.62,0.71,0.34,0.75,6.75,1.84,0.1,0.09,0.09,0.09,0.18,0.03,0.06,0.06,0.0,2.5,0.75,0.42,0,1,5,0,0,5,6,2,0,1,2,0,0,0,0,7,6,0
5.12,7,3,2,1,2,8,199,8.75,24.88,14,10,4,1,22,10,8,1,0,20.43,21.85,27.88,26.43,0.4,0.1,0.09,0.21,0.09,0.63,0.07,0.06,0.24,96,0.48,4.81,6.81,0.86,210.24,0.78,0.48,0.73,5.82,1.71,0.1,0.14,0.1,0.13,0.23,0.05,0.02,0.02,0.02,3.25,0.64,0.64,2,0,4,0,2,5,8,6,0,1,8,0,0,1,0,6,6,1
4.2,6,2,4,0,3,10,184,3.4,18.4,13,11,2,4,9,7,23,1,3,13.67,13.92,19.53,19.56,0.54,0.17,0.2,0.55,0.6,0.66,0.13,0.07,0.14,97,0.53,5.06,7.15,0.88,264.08,0.81,0.53,0.8,9.6,2.19,0.12,0.18,0.22,0.08,0.3,0.04,0.08,0.02,0.18,3.25,0.33,0.67,6,1,5,0,3,1,10,0,0,3,1,0,0,0,0,0,6,0
4.73,8,2,3,2,5,11,238,8.27,21.64,19,13,6,3,22,16,10,2,1,18.9,20.13,25.27,23.7,0.42,0.05,0.09,0.3,0.18,0.71,0.13,0.07,0.09,98,0.41,4.49,6.35,0.84,239.26,0.79,0.41,0.86,16.41,2.86,0.19,0.12,0.06,0.07,0.13,0.02,0.12,0.0,0.0,3.75,0.27,0.82,7,3,10,0,11,1,16,15,0,1,1,0,0,0,0,0,6,0
5.75,8,3,4,2,2,8,183,4.5,22.88,12,8,4,5,18,5,11,2,0,19.86,22.05,27.63,25.29,0.45,0.04,0.0,0.0,0.0,0.72,0.14,0.04,0.1,99,0.54,5.17,7.32,0.88,358.85,0.81,0.54,0.9,8.1,2.01,0.11,0.16,0.18,0.12,0.3,0.09,0.15,0.15,0.03,4.25,0.4,0.8,1,3,9,0,2,0,4,4,1,2,0,0,1,2,0,2,6,3
4.57,7,2,9,2,7,14,290,6.86,20.71,27,18,9,5,16,16,19,3,3,18.15,16.82,22.45,23.62,0.47,0.08,0.03,0.13,0.03,0.7,0.14,0.03,0.12,150,0.52,6.23,8.81,0.88,281.36,0.83,0.52,0.87,22.53,3.36,0.19,0.18,0.16,0.07,0.23,0.06,0.06,0.06,0.07,4.25,0.33,0.7,16,2,9,0,5,4,14,10,1,3,0,0,1,0,0,0,6,1
6.0,10,2,4,2,5,11,300,4.0,27.27,24,17,7,10,22,13,16,0,5,21.7,25.92,33.72,28.1,0.49,0.13,0.08,0.29,0.17,0.74,0.11,0.04,0.12,129,0.43,5.27,7.45,0.85,316.33,0.8,0.43,0.83,16.67,2.89,0.14,0.17,0.08,0.07,0.16,0.09,0.01,0.03,0.12,4.25,0.33,0.75,14,2,12,0,2,4,12,12,2,2,1,0,0,0,0,0,6,0
4.07,7,2,3,2,2,14,267,4.71,19.07,18,14,4,6,14,21,7,1,1,17.31,16.29,21.09,22.15,0.39,0.12,0.0,0.0,0.0,0.69,0.09,0.02,0.21,118,0.44,5.11,7.22,0.85,203.0,0.82,0.44,0.8,12.8,2.53,0.15,0.14,0.1,0.07,0.16,0.04,0.04,0.06,0.02,5.75,0.4,0.6,4,4,6,0,5,4,11,3,0,0,2,0,0,1,0,0,6,1
6.12,9,3,11,6,2,8,239,10.0,29.88,22,15,7,5,17,13,17,7,5,28.86,28.5,36.7,36.43,0.47,0.06,0.07,0.26,0.14,0.79,0.08,0.01,0.11,107,0.45,4.89,6.92,0.85,244.39,0.81,0.45,0.66,12.45,2.49,0.17,0.15,0.12,0.06,0.19,0.02,0.07,0.05,0.03,2.75,0.28,0.52,12,2,7,0,2,5,6,21,5,3,2,0,0,0,0,0,6,0
4.39,6,3,3,6,8,18,350,5.5,19.44,35,19,16,10,14,20,27,3,4,14.53,16.16,22.35,20.29,0.51,0.07,0.02,0.1,0.02,0.79,0.07,0.05,0.1,160,0.46,6.05,8.55,0.87,218.69,0.85,0.46,0.74,26.06,3.61,0.2,0.16,0.13,0.08,0.21,0.04,0.03,0.08,0.07,5.0,0.45,0.34,16,5,9,0,7,5,18,2,0,1,1,0,0,1,0,0,6,1
4.04,8,2,2,6,8,23,386,4.74,16.78,38,26,12,15,15,18,19,1,5,14.68,14.38,19.29,19.09,0.45,0.13,0.1,0.45,0.4,0.76,0.08,0.03,0.13,152,0.39,5.47,7.74,0.84,154.36,0.82,0.39,0.72,21.02,3.24,0.17,0.14,0.11,0.05,0.17,0.05,0.08,0.05,0.02,2.0,0.35,0.65,19,4,7,0,5,1,21,15,4,7,0,0,0,1,0,0,6,1
4.41,7,3,4,2,5,17,285,4.53,16.76,25,18,7,11,17,10,11,1,7,13.06,13.78,18.52,17.56,0.45,0.12,0.12,0.43,0.38,0.71,0.15,0.02,0.12,133,0.47,5.57,7.88,0.87,223.8,0.83,0.47,0.88,18.38,3.03,0.16,0.18,0.1,0.07,0.17,0.07,0.03,0.02,0.02,2.75,0.29,0.96,17,0,7,0,4,4,8,7,2,4,0,0,0,2,0,0,6,2
3.81,7,2,5,1,6,16,253,5.0,15.81,26,19,7,7,7,15,19,3,0,12.67,13.26,17.92,17.07,0.53,0.14,0.09,0.36,0.26,0.66,0.11,0.01,0.22,116,0.46,5.16,7.29,0.86,165.23,0.81,0.46,0.68,15.56,2.79,0.17,0.13,0.14,0.1,0.24,0.06,0.04,0.02,0.04,2.75,0.32,0.62,16,5,2,0,8,12,20,9,1,3,3,0,0,2,0,0,6,2
4.62,8,2,6,3,2,16,373,6.12,23.31,29,23,6,18,14,16,28,2,4,19.93,22.31,28.49,25.4,0.47,0.09,0.06,0.25,0.12,0.74,0.09,0.06,0.1,158,0.42,5.78,8.18,0.85,181.24,0.82,0.42,0.78,19.53,3.12,0.14,0.15,0.13,0.09,0.22,0.03,0.14,0.05,0.0,6.0,0.41,0.72,17,1,8,0,7,7,12,7,2,2,0,0,1,2,0,0,6,3
4.62,7,3,2,1,0,8,189,12.38,23.62,10,9,1,2,25,10,11,2,1,19.29,18.27,24.16,25.43,0.4,0.07,0.1,0.22,0.1,0.68,0.08,0.06,0.18,78,0.41,4.01,5.67,0.83,173.82,0.77,0.41,0.7,4.9,1.57,0.09,0.11,0.15,0.05,0.2,0.0,0.04,0.04,0.04,3.0,0.6,0.4,1,0,4,0,2,1,2,6,0,0,3,0,0,0,0,2,6,0
4.22,6,2,2,3,0,9,174,8.33,19.33,12,10,2,3,19,12,9,2,1,16.75,16.04,20.34,21.5,0.4,0.09,0.0,0.0,0.0,0.68,0.1,0.06,0.17,72,0.41,3.86,5.46,0.83,173.59,0.74,0.41,0.83,8.33,2.04,0.14,0.09,0.07,0.06,0.13,0.0,0.11,0.0,0.03,3.25,0.25,0.92,6,0,2,0,5,7,4,13,2,0,5,0,0,0,0,7,6,0
3.93,7,2,3,3,1,14,207,5.14,14.79,18,15,3,6,16,7,9,1,0,12.46,12.8,15.64,15.46,0.47,0.15,0.06,0.17,0.06,0.64,0.1,0.04,0.22,89,0.43,4.37,6.19,0.84,234.07,0.76,0.43,0.53,4.76,1.54,0.09,0.15,0.1,0.09,0.19,0.02,0.05,0.02,0.02,2.75,0.53,0.53,0,5,13,0,1,0,10,7,1,3,2,0,0,0,0,2,6,0
4.69,7,2,12,1,8,16,351,4.69,21.94,34,24,10,7,15,17,34,9,1,17.6,21.3,26.93,23.4,0.53,0.11,0.09,0.43,0.36,0.77,0.07,0.03,0.13,154,0.44,5.81,8.22,0.86,198.47,0.83,0.44,0.68,20.45,3.2,0.16,0.14,0.12,0.08,0.19,0.1,0.08,0.05,0.02,4.75,0.43,0.39,13,2,12,0,8,2,25,8,1,2,3,1,0,2,0,0,6,3
4.6,7,3,2,1,4,10,220,6.5,22.0,18,12,6,2,13,13,12,2,0,17.56,17.7,22.7,23.11,0.38,0.17,0.13,0.37,0.27,0.59,0.08,0.03,0.3,108,0.49,5.15,7.28,0.87,273.88,0.83,0.49,0.73,8.07,2.01,0.13,0.13,0.2,0.08,0.29,0.03,0.11,0.03,0.05,3.75,0.6,0.67,1,2,8,0,3,9,3,0,0,1,7,0,0,0,0,0,6,0
5.0,9,3,3,2,1,10,216,6.6,21.6,16,12,4,7,24,8,10,1,1,15.78,16.03,20.46,21.0,0.41,0.08,0.08,0.2,0.08,0.73,0.12,0.04,0.11,87,0.4,4.19,5.92,0.83,202.6,0.75,0.4,0.92,10.08,2.25,0.12,0.1,0.09,0.08,0.17,0.0,0.15,0.02,0.0,3.25,0.58,0.83,3,0,2,0,3,5,7,13,4,1,3,0,0,0,0,2,6,0
3.42,11,0,1,1,4,12,205,4.33,17.08,18,15,3,3,10,7,12,0,1,17.27,18.71,22.64,21.45,0.55,0.14,0.19,0.53,0.56,0.62,0.14,0.01,0.23,98,0.48,4.84,6.84,0.86,304.7,0.76,0.48,0.88,12.25,2.47,0.12,0.14,0.12,0.12,0.23,0.03,0.03,0.0,0.1,3.0,0.75,0.5,3,0,5,0,3,3,9,5,1,2,4,0,3,0,0,0,5,3
5.33,8,3,6,3,3,12,310,7.67,25.83,28,22,6,9,21,20,16,3,1,20.0,20.51,28.48,28.36,0.47,0.1,0.07,0.27,0.14,0.73,0.14,0.07,0.06,153,0.49,6.14,8.69,0.88,289.02,0.83,0.49,0.89,22.32,3.34,0.17,0.2,0.15,0.06,0.21,0.06,0.08,0.05,0.1,4.75,0.43,0.68,11,1,12,0,6,1,17,13,3,2,1,0,0,0,0,0,6,0
5.0,8,2,1,0,0,6,141,3.67,23.5,12,12,0,3,11,9,5,4,0,18.2,22.82,28.38,23.6,0.48,0.03,0.11,0.24,0.11,0.76,0.09,0.02,0.13,48,0.34,2.86,4.04,0.78,97.22,0.69,0.34,0.56,2.78,1.18,0.07,0.09,0.07,0.06,0.13,0.0,0.0,0.0,0.0,0.75,0.67,1.11,1,0,1,0,6,4,4,2,0,0,0,0,0,1,0,0,4,1
5.23,9,3,1,2,13,13,308,4.69,23.69,30,13,17,5,15,13,16,1,1,18.83,18.17,24.42,24.58,0.48,0.08,0.06,0.24,0.11,0.78,0.09,0.01,0.12,137,0.44,5.52,7.81,0.86,219.15,0.82,0.44,0.75,20.25,3.18,0.18,0.13,0.12,0.11,0.23,0.05,0.03,0.03,0.08,2.5,0.56,0.31,13,2,9,0,2,4,22,15,5,5,3,0,0,0,0,0,6,0
4.55,8,0,4,2,8,11,280,5.64,25.45,24,14,10,9,7,18,21,1,2,19.0,22.34,30.24,26.3,0.48,0.08,0.03,0.12,0.03,0.79,0.07,0.03,0.11,122,0.44,5.16,7.29,0.85,176.91,0.82,0.44,0.75,20.25,3.18,0.2,0.14,0.09,0.05,0.14,0.1,0.04,0.01,0.03,2.25,0.39,0.33,17,2,8,0,4,1,14,12,2,2,1,0,0,0,0,0,6,0
